"id","doi","title","year_published","volume","abstract","authors_keywords","document_type","publication_type","language","reprint_address","issn","eissn","source_abbreviation_29_character","iso_source_abbreviation","publication_date","issue","beginning_page","ending_page","page_count","web_of_science_categories","research_areas","document_delivery_number","accession_number","keyword_plus","open_access_indicator","pudmed_id","special_issue","book_series_title","meeting_abstract","editors","funding_agency_grant_number","id_conference","id_journal"
"GARCIA-RUIZ R, 2014, COMUNICAR, P15, DOI 10.3916/C43-2014-01","10.3916/C43-2014-01","MEDIA LITERACY EDUCATION FOR A NEW PROSUMER CITIZENSHIP",2014,NA,"ACCESS TO TECHNOLOGY AND THE INTERNET IS HAVING A POSITIVE IMPACT ON ALL LEVELS, PERSONAL, FAMILY, PROFESSIONAL AND SOCIAL. HOWEVER, THE INFLUENCE OF THE MEDIA HAS NOT BEEN ACCOMPANIED BY THE PROMOTION OF MEDIA LITERACY. THE DEVELOPMENT OF THE MEDIA SKILL AMONG CITIZENS, ESPECIALLY YOUNG PEOPLE AND CHILDREN, IN ORDER TO EXERCISE A CRITICAL AND ACTIVE ROLE IN RELATION TO THE MEDIA, IS A KEY DEVELOPMENT IN THIS SOCIETY OF MEDIA PROSUMERS. THIS PAPER DISCUSSES THE RESULTS OF A RESEARCH PROJECT AT STATE LEVEL, SURVEYING A SAMPLE OF 2.143 STUDENTS FROM KINDERGARTEN, PRIMARY AND SECONDARY SCHOOL, IN THIS STUDY USING A QUESTIONNAIRE AD HOC ONLINE. THE OBJETIVE OF THE RESEARCH PROJECT IS TO IDENTIFY LEVELS OF MEDIA LITERACY AMONGST CHILDREN AND ADOLESCENTS. IT CAN BE SEEN THAT A SIGNIFICANT PORTION OF THE SAMPLE IS PROFICIENT IN THE MEDIA, AT AN ACCEPTABLE LEVEL. HOWEVER, AND DESPITE BELONGING TO THE GENERATION OF SO-CALLED DIGITAL NATIVES, THE SAMPLE DOES NOT POSSESS THE SKILLS NECESSARY TO PRACTICE AS MEDIA PROSUMERS. WE CONCLUDE THE WORK HIGHLIGHTING THE NECESSITY OF COMPLEMENTING THE DIGITAL COMPETENCE ESTABLISHED IN THE SCHOOL CURRICULUM WITH MEDIA LITERACY AS A KEY ELEMENT INTO DEVELOPING A PROSUMER CULTURE. THIS WOULD RESOLVE THE CONVERGENCE OF AN URGENT NEED TO IMPROVE THE TRAINING OF YOUNG AUDIENCES AS RESPONSIBLE CITIZENS CAPABLE OF CONSUMING AND PRODUCING MEDIA MESSAGES IN A FREE, RESPONSIBLE, CRITICAL AND CREATIVE WAY.","PROSUMERS; MEDIA LITERACY; MEDIA; DIGITAL SKILL; MEDIA SKILL; SCHOOL;   CURRICULUM; AUDIENCES; STUDENTS","ARTICLE","J","ENGLISH","GARCIA-RUIZ, R (REPRINT AUTHOR), UNIV CANTABRIA, DEPT EDUC, E-39005 SANTANDER, SPAIN.","1134-3478","1988-3293","COMUNICAR","COMUNICAR","JUL","43","15","23","9","COMMUNICATION; EDUCATION & EDUCATIONAL RESEARCH","COMMUNICATION; EDUCATION & EDUCATIONAL RESEARCH","AK0UB","ISI000338130200003",NA,"GOLD",NA,NA,NA,NA,NA,NA,NA,"COMUNICAR"
"LENTZ B, 2014, CRIT STUD MEDIA COMM, V31, P134, DOI 10.1080/15295036.2014.921318","10.1080/15295036.2014.921318","THE MEDIA POLICY TOWER OF BABBLE: A CASE FOR ""POLICY LITERACY PEDAGOGY""",2014,"31","THIS ESSAY ARGUES THAT ""MEDIA POLICY STUDIES"" ARE IMPORTANT ENOUGH TO WARRANT MORE DELIBERATE CRITICAL SCHOLARLY AND CURRICULAR ATTENTION. YET THE COMPLEXITY OF MEDIA POLICY PRESENTS MANY CHALLENGES. ONE RESPONSE IS RAMPING UP SITUATED LEARNING APPRENTICESHIP OPPORTUNITIES THAT OFFER NEWCOMERS TO THE FIELD MUCH-NEEDED EXPERIENCE IN WHAT THIS ESSAY ARGUES IS THE CRITICAL ""GENRE-WORK"" OF PUBLIC-INTEREST ORIENTED POLICY ADVOCACY PRACTICE. IN ADDITION, CIVIL SOCIETY ORGANIZATIONS HOSTING APPRENTICES AS INTERNS OR FELLOWS HELP TO POPULATE A FEEDER SYSTEM INTO A FIELD THAT IS WOEFULLY UNDERNOURISHED. THIS ESSAY ALSO CALLS FOR MEDIA POLICY EDUCATION PARALLEL TO THAT ENJOYED IN HIGHER EDUCATION BY OTHER POLICY FIELDS SUCH AS ENVIRONMENTAL, PUBLIC HEALTH AND HUMAN RIGHTS STUDIES.","SITUATED LEARNING AND LEGITIMATE PERIPHERAL PARTICIPATION; MEDIA POLICY;   LITERACY; MEDIA POLICY STUDIES; PUBLIC INTEREST ADVOCACY; PEDAGOGY","ARTICLE","J","ENGLISH","LENTZ, B (REPRINT AUTHOR), MCGILL UNIV, DEPT ART HIST & COMMUN STUDIES, 853 SHERBROOKE ST W, MONTREAL, PQ H3A 0G5, CANADA.","1529-5036","1479-5809","CRIT STUD MEDIA COMM","CRIT. STUD. MEDIA COMM.","JUN","2","134","140","7","COMMUNICATION","COMMUNICATION","AJ8OV","ISI000337966500008",NA,NA,NA,"SI",NA,NA,NA,NA,NA,"CRITICAL STUDIES IN MEDIA COMMUNICATION"
"FINGAR KR, 2014, INJURY PREV, V20, P183, DOI 10.1136/INJURYPREV-2013-040815","10.1136/INJURYPREV-2013-040815","EVALUATION OF A SCHOOL-BASED VIOLENCE PREVENTION MEDIA LITERACY CURRICULUM",2014,"20","PURPOSE EVALUATE WHETHER BEYOND BLAME, A VIOLENCE PREVENTION MEDIA LITERACY CURRICULUM, IS ASSOCIATED WITH IMPROVED KNOWLEDGE, BELIEFS AND BEHAVIOURS RELATED TO MEDIA USE AND AGGRESSION. METHODS USING A QUASI-EXPERIMENTAL DESIGN, FROM 2007 TO 2008, TEACHERS FROM SCHOOLS ACROSS SOUTHERN CALIFORNIA ADMINISTERED THE CURRICULUM WITH OR WITHOUT TRAINING OR SERVED AS CONTROLS. STUDENTS WERE TESTED BEFORE AND AFTER THE CURRICULUM WAS IMPLEMENTED, AND DURING THE FALL SEMESTER OF THE NEXT ACADEMIC YEAR. MULTIVARIATE HIERARCHICAL REGRESSION WAS USED TO COMPARE CHANGES FROM BASELINE TO FOLLOW-UP BETWEEN THE INTERVENTION AND CONTROL GROUPS. RESULTS COMPARED WITH CONTROLS, AT THE FIRST POST-TEST, STUDENTS IN THE TRAINED AND UNTRAINED GROUPS REPORTED INCREASED KNOWLEDGE OF FIVE CORE CONCEPTS/KEY QUESTIONS OF MEDIA LITERACY, INCREASED SELF-RATED EXPOSURE TO MEDIA VIOLENCE, AS WELL AS STRONGER BELIEFS THAT MEDIA VIOLENCE AFFECTS VIEWERS AND THAT PEOPLE CAN PROTECT THEMSELVES BY WATCHING LESS. REGARDING BEHAVIOURS, CONTROLS WERE MORE LIKELY TO REPORT >= 8 H OF MEDIA CONSUMPTION AT THE SECOND POST-TEST THAN AT BASELINE (OR = 2.11 95% CI 1.13 TO 3.97), PUSHING OR SHOVING ANOTHER STUDENT (OR = 2.16 95% CI 1.16 TO 4.02) AND THREATENING TO HIT OR HURT SOMEONE (OR = 2.32 95% CI 1.13 TO 4.78). IN COMPARISON, THERE WAS NO INCREASE IN THESE BEHAVIOURS IN THE TRAINED AND UNTRAINED GROUPS. CONCLUSIONS THIS STUDY SUGGESTS MEDIA LITERACY CAN BE FEASIBLY INTEGRATED INTO SCHOOLS AS AN APPROACH TO IMPROVING CRITICAL ANALYSIS OF MEDIA, MEDIA CONSUMPTION AND AGGRESSION. CHANGING THE WAY YOUTH ENGAGE MEDIA MAY IMPACT MANY ASPECTS OF HEALTH, AND AN IMPORTANT NEXT STEP WILL BE TO APPLY THIS FRAMEWORK TO OTHER TOPICS.",NA,"ARTICLE","J","ENGLISH","FINGAR, KR (REPRINT AUTHOR), CONSORTIUM MEDIA LITERACY, 22837 PACIFIC COAST HIGHWAY 472, MALIBU, CA 90265 USA.","1353-8047","1475-5785","INJURY PREV","INJ. PREV.","JUN","3","183","190","8","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","AI3CE","ISI000336735700010","TELEVISION VIOLENCE; CHILDREN; HEALTH; IMPACT; ADOLESCENCE; ASSOCIATION;;   AGGRESSION; BEHAVIORS; ATTITUDES; EDUCATION",NA,"23956370",NA,NA,NA,NA,"US CENTERS FOR DISEASE CONTROL AND PREVENTION [5R49CE000199-05]; CENTER;   AND CONSORTIUM FOR MEDIA LITERACY",NA,"INJURY PREVENTION"
"TIMMS L, 2014, INT J SPEECH-LANG PA, V16, P327, DOI 10.3109/17549507.2013.872296","10.3109/17549507.2013.872296","LITERACY SKILLS OF AUSTRALIAN INDIGENOUS SCHOOL CHILDREN WITH AND WITHOUT OTITIS MEDIA AND HEARING LOSS",2014,"16","THIS STUDY EXAMINED THE RELATIONSHIP BETWEEN READING, SPELLING, AND THE PRESENCE OF OTITIS MEDIA (OM) AND CO-OCCURRING HEARING LOSS (HL) IN METROPOLITAN INDIGENOUS AUSTRALIAN CHILDREN, AND COMPARED THEIR READING AND SPELLING OUTCOMES WITH THOSE OF THEIR NON-INDIGENOUS PEERS. OM AND HL MAY HINDER LANGUAGE DEVELOPMENT AND PHONOLOGICAL AWARENESS SKILLS, BUT THERE IS LITTLE EMPIRICAL EVIDENCE TO LINK OM/HL AND LITERACY IN THIS POPULATION. EIGHTY-SIX INDIGENOUS AND NON-INDIGENOUS CHILDREN ATTENDING PRE-PRIMARY, YEAR ONE AND YEAR TWO AT PRIMARY SCHOOLS IN THE PERTH METROPOLITAN AREA PARTICIPATED IN THE STUDY. THE EAR HEALTH OF THE PARTICIPANTS WAS SCREENED BY TELETHON SPEECH AND HEARING CENTRE EARBUS IN 2011/2012. PARTICIPANTS' READING AND SPELLING SKILLS WERE TESTED WITH CULTURALLY MODIFIED SUB-TESTS OF THE QUEENSLAND UNIVERSITY INVENTORY OF LITERACY. OF THE 46 INDIGENOUS CHILDREN, 18 PRESENTED WITH AT LEAST ONE EPISODE OF OM AND ONE EPISODE OF HL. RESULTS INDICATED THAT INDIGENOUS PARTICIPANTS HAD SIGNIFICANTLY POORER NON-WORD AND REAL WORD READING AND SPELLING SKILLS THAN THEIR NON-INDIGENOUS PEERS. THERE WAS NO SIGNIFICANT DIFFERENCE BETWEEN THE GROUPS OF INDIGENOUS PARTICIPANTS WITH OM AND HL AND THOSE WITH NORMAL EAR HEALTH ON EITHER MEASURE. THIS RESEARCH PROVIDES EVIDENCE TO SUGGEST THAT INDIGENOUS CHILDREN HAVE ONGOING LITERACY DEVELOPMENT DIFFICULTIES AND DISCUSSES THE POSSIBILITY OF OM AS ONE OF MANY IMPACTING FACTORS.","HEARING LOSS; OTITIS MEDIA; LITERACY; INDIGENOUS","ARTICLE","J","ENGLISH","WILLIAMS, C (REPRINT AUTHOR), CURTIN UNIV, GPO BOX U1987, PERTH, WA 6845, AUSTRALIA.","1754-9507","1754-9515","INT J SPEECH-LANG PA","INT. J. SPEECH-LANG. PATHOL.","JUN","3","327","334","8","AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY; LINGUISTICS; REHABILITATION","AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY; LINGUISTICS; REHABILITATION","AH9FC","ISI000336446100015","ABORIGINAL CHILDREN; PHONOLOGICAL AWARENESS; SPEECH-PERCEPTION;;   LANGUAGE; METAANALYSIS; PREDICTORS; EFFUSION; ENGLISH; AGE",NA,"24460058",NA,NA,NA,NA,NA,NA,"INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY"
"MARTINEZ-CERDA JF, 2014, PROF INFORM, V23, P288, DOI 10.3145/EPI.2014.MAY.09","10.3145/EPI.2014.MAY.09","MEDIA LITERACY AND CO-INNOVATION IN MICROENTERPRISES: FIRST EVIDENCE IN SPAIN",2014,"23","THE INEXORABLE PROGRESS OF ICT HAS BROUGHT ABOUT RADICAL CHANGES IN THE SOCIAL AND BUSINESS WORLD. IN THIS CONTEXT, NEW PATTERNS OF COMMUNICATION AND PARTICIPATION, ESPECIALLY SINCE THE ADVENT OF WEB 2.0, AND THE WIDESPREAD USE OF SMARTPHONES BY THE WHOLE POPULATION, ARE PARTICULARLY STRIKING. IN THIS SITUATION, IT IS ESSENTIAL TO ESTABLISH WHAT KIND OF PERSONAL SKILLS RELATED TO THE EFFICIENT USE OF MEDIA CAN BE USEFUL FROM A BUSINESS PERSPECTIVE, AND HOW THESE MEDIA LITERACY SKILLS CAN BE ALIGNED WITH OTHER FACTORS, SUCH AS INNOVATION, THAT DETERMINE THE COMPETITIVENESS OF COMPANIES. IN THIS PAPER, WE ANALYZE THE MEDIA SKILLS OF WORKERS AND THEIR CONNECTIONS TO THE INNOVATION PROCESSES IN MICROENTERPRISES. WITH THIS ANALYTICAL OBJECTIVE, EXPLORATORY FIELDWORK HAS BEEN DONE IN A SAMPLE OF 154 PROFESSIONALS WORKING IN SPANISH MICROENTERPRISES.","MEDIA LITERACY; CO-INNOVATIVE SOURCES; KNOWLEDGE SOCIETY; INNOVATION;;   KNOWLEDGE MANAGEMENT; ENTERPRISES","ARTICLE","J","SPANISH","MARTINEZ-CERDA, JF (REPRINT AUTHOR), UNIV OBERTA CATALUNYA, MEDIATIC, ROC BORONAT 117,PL 6, BARCELONA 08018, SPAIN.","1386-6710",NA,"PROF INFORM","PROF. INF.","MAY-JUN","3","288","299","12","INFORMATION SCIENCE & LIBRARY SCIENCE","INFORMATION SCIENCE & LIBRARY SCIENCE","AL3OB","ISI000339037000009","INFORMATION LITERACY","GOLD",NA,NA,NA,NA,NA,NA,NA,"PROFESIONAL DE LA INFORMACION"
"LATHAM D, 2014, CHILD LIT EDUC, V45, P33, DOI 10.1007/S10583-013-9200-0","10.1007/S10583-013-9200-0","THE GAMES PEOPLE PLAY: INFORMATION AND MEDIA LITERACIES IN THE HUNGER GAMES TRILOGY",2014,"45","KATNISS EVERDEEN, THE NARRATOR AND PROTAGONIST OF SUZANNE COLLINS' HUNGER GAMES TRILOGY, SURVIVES THE GRUELING ORDEAL OF FORCED PARTICIPATION IN TWO GAMES TO THE DEATH THROUGH BOTH PHYSICAL PROWESS AND MENTAL AGILITY. BOTH WITHIN AND OUTSIDE OF THE GAMES, SHE DEMONSTRATES INFORMATION AND MEDIA LITERACIES. BY BECOMING ADEPT AT INTERPRETING AND USING INFORMATION AND THE MEDIA, SHE NOT ONLY SURVIVES, BUT ALSO OUTWITS THE GAMEMAKERS, UNDERMINES THE POWER OF THE CAPITOL, AND SPARKS A REVOLUTION. COLLINS' NOVELS THUS REFLECT, MODEL, AND CRITIQUE THE INFORMATION AND MEDIA PRACTICES OF THE SOCIETY IN WHICH KATNISS LIVES-AND, BY EXTENSION, THOSE OF OUR OWN SOCIETY. IN ADDITION, THE BOOKS SUGGEST THAT INFORMATION AND MEDIA LITERACIES CAN BE POWERFUL TOOLS OF RESISTANCE FOR PEOPLE OPPRESSED BY TOTALITARIAN GOVERNMENTS. FOR KATNISS, SURVIVING THE GAMES REQUIRES THESE LITERACIES AT THE SAME TIME, THE GAMES THEMSELVES, AND MORE BROADLY SPEAKING THE OPPRESSIVE GOVERNMENT OF THE CAPITOL, FACILITATE THEIR DEVELOPMENT.","LITERACIES; DYSTOPIAN FICTION; STRONG FEMALE CHARACTERS; GAMES IN;   FICTION; POWER AND RESISTANCE","ARTICLE","J","ENGLISH","LATHAM, D (REPRINT AUTHOR), FLORIDA STATE UNIV, SCH LIB & INFORMAT STUDIES, 101 LSB,142 COLLEGIATE LOOP,POB 3062100, TALLAHASSEE, FL 32306 USA.","0045-6713","1573-6717","CHILD LIT EDUC","CHILD. LIT. EDUC.","MAR","1","33","46","14","LITERATURE","LITERATURE","AA0HK","ISI000330776000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHILDRENS LITERATURE IN EDUCATION"
"PRIMACK BA, 2014, J SCHOOL HEALTH, V84, P106, DOI 10.1111/JOSH.12130","10.1111/JOSH.12130","COMPARISON OF MEDIA LITERACY AND USUAL EDUCATION TO PREVENT TOBACCO USE: A CLUSTER-RANDOMIZED TRIAL",2014,"84","BACKGROUNDMEDIA LITERACY PROGRAMS HAVE SHOWN POTENTIAL FOR REDUCTION OF ADOLESCENT TOBACCO USE. WE AIMED TO DETERMINE IF AN ANTI-SMOKING MEDIA LITERACY CURRICULUM IMPROVES STUDENTS' MEDIA LITERACY AND AFFECTS FACTORS RELATED TO ADOLESCENT SMOKING. METHODSWE RECRUITED 1170 9TH-GRADE STUDENTS FROM 64 CLASSROOMS IN 3 PUBLIC URBAN HIGH SCHOOLS. STUDENTS WERE RANDOMIZED BY CLASSROOM TO A MEDIA LITERACY CURRICULUM VERSUS A STANDARD EDUCATIONAL PROGRAM. IN AN INTENT-TO-TREAT ANALYSIS, WE USED MULTILEVEL MODELING TO DETERMINE IF CHANGES IN STUDY OUTCOMES WERE ASSOCIATED WITH THE CURRICULAR INTERVENTION, CONTROLLING FOR BASELINE STUDENT COVARIATES AND THE CLUSTERING OF STUDENTS WITHIN CLASSROOMS. RESULTSAMONG PARTICIPANTS, MEAN AGE WAS 14.5 YEARS AND 51% WERE MALE, WITH NO SIGNIFICANT DIFFERENCES IN BASELINE CHARACTERISTICS BETWEEN GROUPS. SMOKING MEDIA LITERACY CHANGED MORE AMONG INTERVENTION PARTICIPANTS COMPARED WITH CONTROL PARTICIPANTS (0.24 VS. 0.08, P < .001). COMPARED WITH CONTROLS, INTERVENTION STUDENTS EXHIBITED A GREATER REDUCTION IN THE PERCEIVED PREVALENCE OF SMOKING (-14.0% VS. -4.6%, P < .001). AMONG THOSE INITIALLY SUSCEPTIBLE TO SMOKING, INTERVENTION PARTICIPANTS MORE COMMONLY REVERTED TO BEING NONSUSCEPTIBLE POST-INTERVENTION (24% VS. 16%, P = .08). CONCLUSIONSA SCHOOL-BASED MEDIA LITERACY CURRICULUM IS MORE EFFECTIVE THAN A STANDARD EDUCATIONAL PROGRAM IN TEACHING MEDIA LITERACY AND IMPROVING PERCEPTIONS OF THE TRUE PREVALENCE OF SMOKING AMONG ADOLESCENTS.","ADOLESCENTS; ATTITUDES; MEDIA EDUCATION; MEDIA LITERACY; NORMATIVE;   BELIEFS; SCHOOL-BASED; SMOKING; SOCIAL INFLUENCES; TOBACCO; YOUTH","ARTICLE","J","ENGLISH","PRIMACK, BA (REPRINT AUTHOR), UNIV PITTSBURGH, SCH MED, DEPT MED, DIV GEN INTERNAL MED, 230 MCKEE PL SUITE 600, PITTSBURGH, PA 15213 USA.","0022-4391","1746-1561","J SCHOOL HEALTH","J. SCH. HEALTH","FEB","2","106","115","10","EDUCATION & EDUCATIONAL RESEARCH; EDUCATION, SCIENTIFIC DISCIPLINES;;   HEALTH CARE SCIENCES & SERVICES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL;   HEALTH","EDUCATION & EDUCATIONAL RESEARCH; HEALTH CARE SCIENCES & SERVICES;;   PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","AA0KN","ISI000330784100005","LOW HEALTH LITERACY; ADOLESCENT SMOKING; CIGARETTE-SMOKING; VIEWING;   SMOKING; ASSOCIATION; MOVIES; INITIATION; EXPOSURE; CHILDREN; ALCOHOL","GREEN_ACCEPTED","25099425",NA,NA,NA,NA,"MAURICE FALK FOUNDATION; ROBERT WOOD JOHNSON FOUNDATION; NATIONAL CANCER;   INSTITUTE [K07-CA114315]",NA,"JOURNAL OF SCHOOL HEALTH"
"PRIETO JD, 2014, HIST COMUN SOC, V19, P451, DOI 10.5209/REV_HICS.2014.V19.45041","10.5209/REV_HICS.2014.V19.45041","MEDIA LITERACY FROM PROSUMER TO THE PROFESSIONAL: MIMESIS AND DIEGESIS INTO REPRESENTING REALITY.",2014,"19","THIS PAPER ANALYSES HOW ""PROSUMERS"" BECOME INTO MEDIA PROFESSIONALS ON AN INNOVATIVE LEARNING PROJECT DESIGNED AROUND THE CONCEPT OF MEDIA LITERACY. USING AN ACTION RESEARCH APPROACH, WE ANALYZE THE AUDIOVISUAL PRODUCTIONS GENERATED IN A ON-LINE NEWSPAPER BY COMMUNICATION BACHELOR STUDENTS. THE TRADITIONAL MODELS ABOUT NARRATIVE MIMESIS AND DIEGESIS, HELP US TO EXPLAIN DIFFERENT WAYS TO REPRESENTING REALITY BY ""PROSUMERS"" AND PROFESSIONALS.","MEDIA LITERACY; REPRESENTING REALITY; NARRATIVE MIMESIS; PROSUMER;;   COLLABORATIVE LEARNING; ACTION RESEARCH","ARTICLE","J","SPANISH","PRIETO, JD (REPRINT AUTHOR), UNIV ALCALA DE HENARES, COMUNICAC & APRENDIZAJE SOC DIGITAL, E-28801 ALCALA DE HENARES, SPAIN.","1137-0734","1988-3056","HIST COMUN SOC","HIST. COMUN. SOC.","FEB",NA,"451","464","14","FILM, RADIO, TELEVISION; HISTORY","FILM, RADIO & TELEVISION; HISTORY","CQ9IY","ISI000360928900035",NA,"GOLD",NA,"SI",NA,NA,NA,NA,NA,"HISTORIA Y COMUNICACION SOCIAL"
"YEKATERINA LK, 2014, NOV LIT OBOZR, P403",NA,"THE INTERNATIONAL THEORETICAL- PRACTICAL CONFERENCE ""NEWS LITERACY AND PROBLEMS OF MODERN MEDIA EDUCATION"" (NRU HSE, MOSCOW, 5TH-6TH MARCH 2014)",2014,NA,NA,NA,"ARTICLE","J","RUSSIAN",NA,"0869-6365",NA,"NOV LIT OBOZR","NOV. LIT. OBOZR.",NA,"130","403","409","7","LITERARY THEORY & CRITICISM; LITERATURE, SLAVIC","LITERATURE","CV6AC","ISI000364352000057",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOVOE LITERATURNOE OBOZRENIE"
"WIAZOWSKI J, 2014, ASSIST TECHNOL, V26, P227, DOI 10.1080/10400435.2014.928389","10.1080/10400435.2014.928389","CAN BRAILLE BE REVIVED? A POSSIBLE IMPACT OF HIGH-END BRAILLE AND MAINSTREAM TECHNOLOGY ON THE REVIVAL OF TACTILE LITERACY MEDIUM",2014,"26","WITH A DECLINE IN USE OF BRAILLE, VERY FEW ATTRACTIVE TECHNOLOGICAL OPTIONS CAN BE OFFERED TO YOUNG LEARNERS. VARIOUS RESEARCH DATA CONFIRM THAT TEACHERS OF THE VISUALLY IMPAIRED DO NOT HAVE SUFFICIENT SKILLS TO INTRODUCE THEIR STUDENTS TO MODERN DEVICES. THE MOUNTBATTEN BRAILLER CAN BE CONSIDERED AS A TOOL THAT COMBINES BRAILLE TECHNOLOGY WITH MAINSTREAM TOOLS COMMONLY USED BY STUDENTS AND TEACHERS. THIS COMBINATION OF DEVICES OPENS NEW POSSIBILITIES FOR THE TEACHERS AND THEIR STUDENTS TO REVERSE THE TREND IN THE USE OF BRAILLE. THANKS TO FEATURES OFFERED BY THE BRAILLER AND IOS DEVICES, SIGHTED AND BLIND USERS RECEIVE A TOOL FOR UNIMPAIRED WRITTEN COMMUNICATION.","ACCESS; BLIND; BRAILLE LITERACY; INCLUSION; MAINSTREAM TECHNOLOGY;;   TECHNOLOGY","ARTICLE","J","ENGLISH","WIAZOWSKI, J (REPRINT AUTHOR), AKAD PEDAG SPECJALNEJ, UL SZCZESLIWICKA 40, PL-02353 WARSAW, POLAND.","1040-0435","1949-3614","ASSIST TECHNOL","ASSIST. TECHNOL.",NA,"4","227","230","4","REHABILITATION","REHABILITATION","AS2JJ","ISI000344105900007","MOUNTBATTEN PRO; CLASSROOMS",NA,"25771608",NA,NA,NA,NA,NA,NA,"ASSISTIVE TECHNOLOGY"
"VIDAUSKYTE L, 2014, LOGOS-VILNIUS, P77",NA,"MEDIA PHILOSOPHY: VISUAL LITERACY AND ORALITY (SEMINAR)",2014,NA,"ON FEBRUARY 28, 2014, AT UNIVERSITY OF KLAIPEDA A SEMINAR MEDIA PHILOSOPHY: VISUAL LITERACY AND ORALITY TOOK PLACE. FAR FROM BEING MERELY THEORETICAL, THE SEMINAR WAS RATHER A DISCUSSION OF A CONTEMPORARY PHENOMENON. PROFESSOR OF VILNIUS UNIVERSITY TOMAS SODEIKAS INTRODUCED HIS OWN SCHEME OF DIFFERENT TYPES OF MEDIA: INTRUMENTAL, COMMUNICATIONAL AND ENTELECHIAN. ACCORDING TO THAT SCHEME A HUMAN IS IN A CENTRE OF ALL CONDITIONS AND POSIBILITIES (AS IT IS IN MCLUHAN'S THEORY). WHILE FOR B.STIEGLER, A HUMAN IS WITHOUT ANY CHARACTERISTICS. ASSOC.PROF.LINA VIDAUSKYTE INTRODUCED FOR DICUSSION SOME QUESTIONABLE ASPECTS OF VISUAL LITERACY. THERE IS NO VISUAL THEORY YET AND AN ALPHABET IS STILL MORE INFLUENTIAL THAN IMAGE.","VISUAL LITERACY; MEDIA; IMAGE; COMUNICATION; TOOL; WORD","ARTICLE","J","LITHUANIAN","VIDAUSKYTE, L (REPRINT AUTHOR), KAUNO TECHNOL UNIV, KAUNAS, LITHUANIA.","0868-7692",NA,"LOGOS-VILNIUS","LOGOS",NA,"78","77","84","8","HUMANITIES, MULTIDISCIPLINARY","ARTS & HUMANITIES - OTHER TOPICS","AG7YD","ISI000335633800006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOGOS-VILNIUS"
"SUR E, 2014, COMUNICAR, P119, DOI 10.3916/C42-2014-11","10.3916/C42-2014-11","PRIMARY SCHOOL SECOND GRADE TEACHERS' AND STUDENTS' OPINIONS ON MEDIA LITERACY",2014,NA,"IN THIS STUDY, INTERVIEWS WERE CONDUCTED WITH TEACHERS OF MEDIA LITERACY TO DETERMINE THE NEEDS OF MEDIA LITERACY TEACHING IN THE CLASSROOM. AS A RESULT, WE SEE THAT TEACHERS NEED IN-SERVICE TRAINING FOR CLASSES IN MEDIA LITERACY THE MEDIA LITERACY LESSON IS ADEQUATE IN TERMS OF CONTENT BUT INADEQUATE AS AN ACTIVITY. STUDENTS INDICATED SIGNIFICANT CHANGES IN THEIR PERCEPTIONS OF MEDIA AFTER TAKING THESE LESSONS. A ""MEDIA LITERACY LEVEL SCALE"" AND A ""MEDIA LITERACY ATTITUDE WERE APPLIED TO DETERMINE STUDENTS' LEVEL AND ATTITUDE. THE INFORMATION ON STUDENTS WAS OBTAINED THROUGH THE ""PRIVATE INFORMATION FORM"". AS A RESULT, A POSITIVE, LOW-LEVEL AND SIGNIFICANT RELATIONSHIP WAS FOUND BETWEEN THE STUDENTS' ATTITUDE LEVELS ON MEDIA LITERACY LESSONS AND THEIR MEDIA LITERACY LEVELS. THE STUDY'S CONCLUSION IS THAT THERE IS NO SIGNIFICANT DIFFERENCE BETWEEN THE MEDIA LITERACY CLASSES TAKEN BY THE PRIMARY SCHOOL SECOND GRADE STUDENTS AND THEIR ATTITUDES AND LEVELS ON MEDIA LITERACY. ALSO, NO SIGNIFICANT DIFFERENCE WAS FOUND BETWEEN THE EDUCATIONAL LEVELS OF THE PARENTS OF THESE SECOND GRADERS AND THEIR ATTITUDES AND LEVELS ON MEDIA LITERACY. HOWEVER, THERE WAS A SIGNIFICANT DIFFERENCE BETWEEN THE STUDENTS' DAILY NEWSPAPER READING HABITS AND THE FREQUENCY OF LISTENING TO THE RADIO AND THEIR ATTITUDES ON MEDIA LITERACY CLASSES AND MEDIA LITERACY LEVELS.","MEDIA LITERACY; PRIMARY SCHOOL; TEACHER TRAINING; PERCEPTIONS; SCALES;;   ATTITUDES; EDUCATIONAL LEVELS","ARTICLE","J","SPANISH",NA,"1134-3478","1988-3293","COMUNICAR","COMUNICAR","JAN","42","119","127","9","COMMUNICATION; EDUCATION & EDUCATIONAL RESEARCH","COMMUNICATION; EDUCATION & EDUCATIONAL RESEARCH","281XU","ISI000329135100013",NA,"GOLD",NA,NA,NA,NA,NA,NA,NA,"COMUNICAR"
